,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1044,4,1,10,5,0,0,0,2,0.44,0.4394,0.54,0.1343,2,8,10
1045,2,0,5,6,0,5,1,1,0.36,0.3636,0.81,0.0896,8,74,82
1046,4,1,10,20,0,4,1,2,0.56,0.5303,0.68,0.2537,39,348,387
1047,2,0,5,12,0,0,0,2,0.48,0.4697,0.77,0.1045,109,172,281
1048,4,1,12,13,0,3,1,1,0.46,0.4545,0.41,0.2836,14,200,214
1049,3,0,8,16,0,2,1,1,0.86,0.7727,0.39,0.2985,57,228,285
1050,4,0,11,1,0,5,1,1,0.34,0.3636,0.76,0.0,2,12,14
1051,3,1,8,12,0,1,1,2,0.78,0.7273,0.55,0.0896,72,213,285
1052,1,0,12,9,0,4,1,2,0.38,0.3939,0.87,0.0896,10,218,228
1053,2,0,4,17,0,6,0,3,0.5,0.4848,0.88,0.5821,1,14,15
1054,3,0,9,23,0,0,0,3,0.58,0.5455,0.78,0.0896,12,33,45
1055,3,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,49,166,215
1056,4,1,11,15,0,1,1,1,0.44,0.4394,0.54,0.19399999999999998,44,213,257
1057,3,0,6,10,0,2,1,2,0.64,0.5758,0.83,0.19399999999999998,41,120,161
1058,4,0,11,14,0,2,1,1,0.56,0.5303,0.46,0.1045,32,129,161
1059,3,1,9,15,0,2,1,3,0.6,0.5455,0.88,0.2537,1,35,36
1060,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.2239,70,297,367
1061,1,1,2,9,0,1,1,1,0.12,0.1364,0.5,0.19399999999999998,7,198,205
1062,1,1,1,11,0,5,1,1,0.24,0.1818,0.38,0.6119,12,102,114
1063,2,1,3,20,0,3,1,1,0.6,0.6212,0.56,0.2985,38,324,362
1064,3,1,8,0,0,3,1,1,0.62,0.5758,0.83,0.1045,9,46,55
1065,4,0,10,6,0,3,1,1,0.44,0.4394,0.82,0.1045,5,112,117
1066,1,1,1,3,0,5,1,1,0.36,0.3333,0.87,0.2537,3,4,7
1067,1,1,12,18,0,4,1,2,0.24,0.2273,0.6,0.2537,9,188,197
1068,1,0,1,8,0,0,0,2,0.14,0.2121,0.86,0.0,1,11,12
1069,3,1,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896,27,72,99
1070,1,1,3,11,0,0,0,1,0.32,0.2879,0.45,0.3881,64,192,256
1071,4,0,11,11,0,0,0,1,0.46,0.4545,0.4,0.4179,108,187,295
1072,1,1,2,10,0,3,1,1,0.4,0.4091,0.62,0.1343,9,124,133
1073,4,0,12,5,0,6,0,1,0.26,0.2576,0.6,0.1642,0,6,6
1074,3,0,7,14,0,2,1,1,0.8,0.7424,0.49,0.1642,66,112,178
1075,4,0,11,22,0,3,1,1,0.34,0.303,0.61,0.4478,3,59,62
1076,4,1,11,9,0,2,1,2,0.32,0.3333,0.81,0.1343,11,257,268
1077,3,1,8,20,0,0,0,2,0.64,0.6061,0.73,0.19399999999999998,61,213,274
1078,4,0,10,23,0,3,1,2,0.48,0.4697,0.88,0.0896,3,72,75
1079,2,1,5,15,0,3,1,1,0.72,0.6667,0.51,0.1343,54,221,275
1080,3,0,7,17,0,2,1,1,0.86,0.7576,0.36,0.3582,72,465,537
1081,4,1,11,20,0,0,0,1,0.32,0.2879,0.53,0.3582,7,134,141
1082,1,1,1,20,0,5,1,1,0.42,0.4242,0.41,0.19399999999999998,14,163,177
1083,4,1,12,23,0,4,1,3,0.4,0.4091,0.82,0.2985,0,13,13
1084,2,0,6,0,0,0,0,1,0.64,0.6212,0.57,0.0896,23,90,113
1085,1,1,2,23,0,3,1,1,0.34,0.3485,0.53,0.0896,4,54,58
1086,3,0,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,61,92,153
1087,3,0,8,15,0,1,1,1,0.7,0.6364,0.42,0.1642,56,164,220
1088,1,1,2,15,0,0,0,1,0.36,0.3485,0.29,0.0,72,281,353
1089,1,1,3,11,0,4,1,1,0.56,0.5303,0.43,0.19399999999999998,19,149,168
1090,3,1,7,6,0,2,1,1,0.7,0.6515,0.65,0.1343,5,149,154
1091,4,1,11,20,0,4,1,1,0.3,0.303,0.52,0.1642,11,241,252
1092,1,1,1,0,0,4,1,1,0.14,0.1364,0.5,0.19399999999999998,0,16,16
1093,2,0,6,4,0,5,1,1,0.54,0.5152,0.94,0.1343,1,5,6
1094,1,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8
1095,1,0,2,10,0,1,1,1,0.44,0.4394,0.33,0.2239,9,46,55
1096,4,1,11,7,0,4,1,1,0.2,0.2576,0.64,0.0,8,354,362
1097,2,1,4,9,0,4,1,3,0.46,0.4545,0.88,0.1642,12,189,201
1098,1,1,1,4,0,5,1,1,0.22,0.2273,0.69,0.1343,0,3,3
1099,1,1,2,6,0,2,1,1,0.3,0.2727,0.45,0.3284,1,100,101
1100,3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,85,177,262
1101,2,1,4,1,0,2,1,2,0.32,0.3333,0.81,0.1343,1,6,7
1102,4,1,11,8,0,5,1,1,0.32,0.3333,0.57,0.1045,31,656,687
1103,2,1,6,17,0,5,1,1,0.74,0.6515,0.37,0.2836,125,698,823
1104,4,0,10,20,0,5,1,1,0.54,0.5152,0.49,0.0,30,167,197
1105,3,0,9,15,0,1,1,1,0.74,0.6667,0.48,0.0896,60,152,212
1106,3,1,7,1,0,6,0,1,0.72,0.6818,0.7,0.0896,11,69,80
1107,4,1,11,17,0,4,1,2,0.36,0.3485,0.57,0.2239,22,541,563
1108,2,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,0,2,2
1109,2,1,4,21,0,4,1,1,0.52,0.5,0.83,0.2239,28,222,250
1110,3,1,7,14,0,2,1,1,0.82,0.7273,0.38,0.1642,71,171,242
1111,2,1,4,21,0,0,0,1,0.62,0.6212,0.57,0.2537,76,153,229
1112,2,0,5,7,0,1,1,2,0.46,0.4545,0.82,0.3284,16,193,209
1113,4,1,10,14,0,1,1,1,0.62,0.6061,0.27,0.19399999999999998,73,209,282
1114,2,1,6,22,0,0,0,1,0.7,0.6515,0.65,0.1642,42,117,159
1115,1,0,1,1,0,3,1,1,0.16,0.19699999999999998,0.74,0.0896,0,6,6
1116,1,0,1,22,0,1,1,2,0.16,0.1818,0.59,0.1045,0,34,34
1117,4,0,12,4,0,1,1,1,0.18,0.2424,0.74,0.0,0,3,3
1118,2,1,5,6,0,4,1,1,0.54,0.5152,0.73,0.3582,10,149,159
1119,2,0,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,143,163,306
1120,4,1,11,5,0,1,1,2,0.3,0.2727,0.52,0.3284,1,38,39
1121,3,1,8,16,0,5,1,2,0.84,0.2424,0.32,0.4478,116,372,488
1122,3,1,6,19,0,0,0,1,0.8,0.7121,0.38,0.2985,176,247,423
1123,3,1,8,12,0,0,0,3,0.64,0.6061,0.73,0.0,112,186,298
1124,4,1,10,23,0,4,1,1,0.6,0.6212,0.56,0.0896,18,137,155
1125,4,1,12,19,0,6,0,1,0.4,0.4091,0.87,0.0,34,212,246
1126,3,0,8,23,0,1,1,1,0.68,0.6364,0.74,0.19399999999999998,14,82,96
1127,1,0,2,10,1,1,0,2,0.32,0.303,0.57,0.2537,29,52,81
1128,3,0,7,17,0,6,0,1,0.76,0.6818,0.45,0.2239,234,241,475
1129,2,1,5,0,0,6,0,1,0.64,0.5758,0.83,0.1642,18,98,116
1130,1,1,2,8,1,1,0,1,0.2,0.1818,0.59,0.3582,9,111,120
1131,1,1,1,7,0,4,1,2,0.34,0.3182,0.87,0.2836,2,218,220
1132,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3
1133,1,0,3,18,0,1,1,1,0.36,0.3636,0.4,0.1045,25,210,235
1134,1,0,2,9,0,4,1,2,0.24,0.2121,0.75,0.2985,4,133,137
1135,4,0,11,9,0,2,1,3,0.4,0.4091,0.94,0.0,2,147,149
1136,1,1,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,50,429,479
1137,3,1,7,8,0,2,1,1,0.7,0.6667,0.79,0.1343,30,730,760
1138,1,0,1,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2
1139,2,1,5,14,0,2,1,2,0.64,0.6061,0.73,0.19399999999999998,39,145,184
1140,2,1,6,8,0,2,1,2,0.48,0.4697,0.77,0.2239,30,680,710
1141,2,0,6,6,0,6,0,1,0.62,0.5758,0.83,0.1045,9,18,27
1142,2,1,5,21,0,3,1,3,0.5,0.4848,0.82,0.1642,4,30,34
1143,1,0,3,16,0,4,1,3,0.42,0.4242,0.0,0.2537,1,20,21
1144,4,0,11,2,0,6,0,1,0.24,0.2576,0.65,0.0896,7,39,46
1145,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117
1146,3,0,7,0,0,6,0,2,0.66,0.6061,0.83,0.1343,31,90,121
1147,1,1,1,10,0,4,1,1,0.34,0.3485,0.81,0.1045,6,84,90
1148,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27
1149,2,1,4,18,0,2,1,1,0.6,0.6061,0.26,0.1642,139,661,800
1150,2,0,4,17,0,0,0,1,0.66,0.6212,0.65,0.2985,142,189,331
1151,4,0,9,22,0,4,1,1,0.56,0.5303,0.68,0.0,25,150,175
1152,2,1,5,17,0,6,0,2,0.78,0.7121,0.52,0.2537,235,227,462
1153,4,0,10,8,0,1,1,2,0.36,0.3636,0.71,0.1045,13,359,372
1154,4,1,12,17,0,6,0,2,0.34,0.3485,0.76,0.1045,50,270,320
1155,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,78,123,201
1156,1,1,1,0,0,6,0,1,0.36,0.3485,0.5,0.1642,2,77,79
1157,4,1,10,8,0,4,1,2,0.52,0.5,0.83,0.1642,33,746,779
1158,1,1,1,5,0,2,1,1,0.4,0.4091,0.47,0.2239,0,23,23
1159,4,0,11,22,0,6,0,2,0.38,0.3939,0.76,0.0,14,51,65
1160,2,1,6,23,0,3,1,1,0.52,0.5,0.77,0.0,13,110,123
1161,2,0,5,10,0,0,0,2,0.66,0.6061,0.83,0.2239,130,121,251
1162,3,0,9,1,0,5,1,1,0.42,0.4242,0.67,0.19399999999999998,7,19,26
1163,2,0,4,22,0,3,1,1,0.62,0.6212,0.41,0.2537,12,105,117
1164,1,1,12,11,0,3,1,3,0.2,0.1667,0.86,0.4627,0,10,10
1165,4,0,12,1,0,2,1,1,0.36,0.3788,0.53,0.0,0,6,6
1166,2,1,4,13,0,0,0,1,0.58,0.5455,0.23,0.1642,229,254,483
1167,1,1,2,1,0,4,1,2,0.24,0.2424,0.87,0.1343,2,10,12
1168,3,0,9,1,0,4,1,2,0.6,0.5152,0.94,0.0896,5,6,11
1169,3,1,8,10,0,5,1,1,0.74,0.2424,0.55,0.1642,82,149,231
1170,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21
1171,2,0,3,6,0,3,1,2,0.3,0.303,0.49,0.1343,4,44,48
1172,2,1,5,21,0,3,1,2,0.62,0.5758,0.83,0.0,24,221,245
1173,4,1,10,20,0,2,1,2,0.3,0.2879,0.81,0.19399999999999998,5,76,81
1174,3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,3,8,11
1175,2,1,5,11,0,5,1,1,0.62,0.6212,0.43,0.0,109,225,334
1176,1,0,2,14,0,2,1,1,0.34,0.3182,0.19,0.2239,10,69,79
1177,3,1,6,13,0,5,1,1,0.88,0.8029999999999999,0.39,0.2239,72,228,300
1178,2,1,5,2,0,5,1,1,0.46,0.4545,0.44,0.1642,15,16,31
1179,4,1,10,3,0,1,1,1,0.4,0.4091,0.62,0.0,1,5,6
1180,1,1,2,9,0,5,1,3,0.36,0.3333,0.81,0.2537,15,229,244
1181,2,1,4,13,0,0,0,1,0.5,0.4848,0.45,0.1045,226,369,595
1182,2,1,4,13,0,3,1,1,0.56,0.5303,0.26,0.2239,35,193,228
1183,3,0,9,2,0,3,1,1,0.54,0.5152,0.94,0.0,1,5,6
1184,2,0,4,9,0,3,1,1,0.66,0.6212,0.61,0.2836,27,170,197
1185,1,0,1,2,0,6,0,2,0.16,0.19699999999999998,0.59,0.0896,0,12,12
1186,1,1,3,6,0,6,0,2,0.36,0.3636,0.93,0.0896,1,6,7
1187,4,1,11,20,0,1,1,2,0.38,0.3939,0.62,0.2537,7,252,259
1188,1,1,1,8,0,6,0,1,0.12,0.1515,0.54,0.1045,3,89,92
1189,4,1,10,20,0,1,1,3,0.54,0.5152,0.68,0.0,11,251,262
1190,1,0,2,5,0,2,1,1,0.22,0.1818,0.32,0.4627,0,4,4
1191,4,0,12,2,0,5,1,1,0.24,0.2879,0.75,0.0,0,10,10
1192,3,0,7,21,0,1,1,1,0.7,0.6667,0.79,0.4179,21,109,130
1193,3,0,7,8,0,2,1,1,0.74,0.6818,0.55,0.19399999999999998,32,392,424
1194,1,0,3,9,0,2,1,1,0.22,0.19699999999999998,0.55,0.4179,8,116,124
1195,2,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582,41,417,458
1196,2,0,6,20,0,4,1,1,0.62,0.5758,0.83,0.3284,25,176,201
1197,4,1,11,21,0,4,1,2,0.38,0.3939,0.54,0.1343,29,238,267
1198,3,0,8,2,0,5,1,1,0.66,0.6212,0.69,0.0,5,14,19
1199,1,0,2,2,0,4,1,3,0.14,0.1515,0.8,0.1343,0,3,3
1200,2,0,4,0,0,2,1,1,0.5,0.4848,0.55,0.2239,2,23,25
1201,2,1,4,2,0,1,1,1,0.42,0.4242,0.71,0.1343,3,5,8
1202,3,1,8,14,0,2,1,2,0.82,0.7576,0.46,0.0,76,185,261
1203,3,1,9,16,0,6,0,1,0.74,0.6667,0.51,0.3284,253,427,680
1204,3,1,7,7,0,0,0,1,0.8,0.8029999999999999,0.66,0.0,19,33,52
1205,1,0,1,6,0,1,1,1,0.16,0.1364,0.69,0.3284,0,37,37
1206,1,0,3,4,0,3,1,1,0.24,0.2576,0.75,0.1045,0,2,2
1207,2,0,5,13,0,2,1,2,0.56,0.5303,0.88,0.3284,31,141,172
1208,2,1,4,14,0,4,1,2,0.54,0.5152,0.77,0.19399999999999998,37,132,169
1209,3,1,9,15,0,4,1,1,0.72,0.6515,0.42,0.1045,99,253,352
1210,4,0,11,21,0,1,1,2,0.54,0.5152,0.77,0.2239,4,152,156
1211,2,0,5,13,0,3,1,2,0.46,0.4545,0.59,0.4478,15,128,143
1212,2,1,6,13,0,4,1,1,0.68,0.6364,0.57,0.1642,71,213,284
1213,2,1,5,17,0,0,0,1,0.72,0.6515,0.45,0.3284,209,340,549
1214,4,0,10,5,0,5,1,1,0.42,0.4242,0.82,0.0,3,24,27
1215,4,1,10,7,0,0,0,3,0.42,0.4242,0.58,0.1642,6,29,35
1216,2,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,26,628,654
1217,2,1,6,2,0,0,0,1,0.56,0.5303,0.56,0.0896,19,55,74
1218,2,0,4,20,0,6,0,1,0.44,0.4394,0.62,0.1343,65,159,224
1219,1,1,2,15,0,5,1,1,0.42,0.4242,0.35,0.4179,41,180,221
1220,2,0,4,1,0,4,1,2,0.62,0.5758,0.83,0.3881,8,12,20
1221,2,1,6,1,0,2,1,2,0.68,0.6364,0.65,0.1642,5,11,16
1222,2,1,5,22,0,2,1,2,0.62,0.5606,0.88,0.0896,2,53,55
1223,2,0,4,16,0,0,0,2,0.46,0.4545,0.31,0.19399999999999998,147,156,303
1224,4,1,10,21,0,6,0,2,0.52,0.5,0.72,0.2239,49,160,209
1225,4,0,10,14,0,2,1,1,0.56,0.5303,0.4,0.2537,66,134,200
1226,2,1,5,17,0,2,1,1,0.68,0.6364,0.65,0.1045,75,603,678
1227,1,1,1,12,0,3,1,1,0.32,0.3333,0.53,0.1343,46,147,193
1228,2,0,4,1,0,0,0,1,0.42,0.4242,0.67,0.2239,6,25,31
1229,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0.2239,2,3,5
1230,1,1,1,1,0,4,1,1,0.2,0.2273,0.51,0.0896,0,5,5
1231,3,0,8,8,0,6,0,1,0.68,0.6364,0.83,0.1642,27,94,121
1232,2,0,5,14,0,5,1,1,0.76,0.6970000000000001,0.55,0.2537,51,188,239
1233,2,1,6,7,0,5,1,1,0.52,0.5,0.72,0.1045,19,409,428
1234,4,1,10,15,0,0,0,2,0.5,0.4848,0.63,0.4925,76,225,301
1235,1,1,2,17,0,6,0,1,0.3,0.2727,0.33,0.3582,16,143,159
1236,4,1,10,12,0,5,1,2,0.58,0.5455,0.73,0.19399999999999998,90,302,392
1237,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,32,304,336
1238,2,0,3,10,0,4,1,2,0.26,0.2273,0.93,0.3284,10,55,65
1239,3,0,8,23,0,2,1,2,0.8,0.7424,0.49,0.1642,29,103,132
1240,2,0,6,14,0,2,1,2,0.64,0.6212,0.47,0.19399999999999998,41,118,159
1241,4,1,9,23,0,3,1,2,0.6,0.5758,0.78,0.2537,13,102,115
1242,1,1,3,19,0,5,1,2,0.46,0.4545,0.88,0.0,23,273,296
1243,4,1,10,14,0,6,0,1,0.48,0.4697,0.33,0.19399999999999998,243,354,597
1244,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95
1245,4,0,11,6,0,3,1,1,0.3,0.3333,0.87,0.0,0,98,98
1246,3,1,8,15,0,5,1,1,0.86,0.2424,0.3,0.4627,127,256,383
1247,3,0,8,12,0,0,0,1,0.74,0.6667,0.51,0.3881,88,218,306
1248,1,1,2,11,0,3,1,2,0.26,0.2576,0.65,0.2239,5,97,102
1249,4,1,12,7,0,2,1,1,0.36,0.3485,0.93,0.1343,4,351,355
1250,1,0,2,8,0,6,0,2,0.24,0.2879,0.6,0.0,2,55,57
1251,1,1,2,11,0,4,1,3,0.32,0.3333,0.7,0.1045,2,69,71
1252,3,1,9,23,0,4,1,1,0.58,0.5455,0.73,0.1045,33,137,170
1253,2,1,4,13,0,1,1,2,0.48,0.4697,0.51,0.0896,48,199,247
1254,3,0,8,17,0,3,1,1,0.76,0.6970000000000001,0.52,0.3582,83,484,567
1255,2,0,5,8,0,6,0,1,0.62,0.5909,0.78,0.19399999999999998,27,75,102
1256,4,0,9,20,0,5,1,1,0.6,0.5152,0.94,0.0,21,158,179
1257,3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,35,115,150
1258,4,1,11,23,0,6,0,2,0.3,0.3182,0.7,0.1045,19,114,133
1259,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,1,1,2
1260,1,1,1,5,0,5,1,2,0.42,0.4242,0.94,0.3284,0,24,24
1261,2,0,5,22,0,6,0,1,0.6,0.5909,0.69,0.1343,78,126,204
1262,1,1,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239,37,110,147
1263,4,0,11,3,0,5,1,1,0.28,0.2879,0.75,0.1045,0,2,2
1264,4,1,12,17,0,2,1,1,0.32,0.303,0.53,0.2239,21,580,601
1265,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.19399999999999998,15,32,47
1266,2,1,5,7,0,4,1,3,0.44,0.4394,0.94,0.1045,8,376,384
1267,3,1,8,2,0,0,0,1,0.64,0.6061,0.69,0.1343,19,67,86
1268,4,1,12,3,0,4,1,1,0.22,0.2273,0.55,0.19399999999999998,0,2,2
1269,3,0,8,22,0,5,1,1,0.6,0.5455,0.88,0.1343,25,97,122
1270,3,1,7,2,0,0,0,2,0.6,0.5455,0.88,0.1045,32,90,122
1271,2,0,5,2,0,4,1,1,0.44,0.4394,0.94,0.19399999999999998,1,14,15
1272,4,0,12,4,0,4,1,2,0.32,0.303,0.7,0.2239,0,6,6
1273,1,1,2,15,0,2,1,1,0.42,0.4242,0.26,0.0896,17,149,166
1274,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,27,377,404
1275,2,1,5,20,0,0,0,2,0.66,0.6212,0.5,0.2836,67,163,230
1276,3,0,8,17,0,4,1,1,0.76,0.7121,0.62,0.3284,91,464,555
1277,4,0,12,5,0,2,1,2,0.36,0.3788,0.57,0.0,0,15,15
1278,3,0,8,15,0,3,1,1,0.86,0.7424,0.3,0.3284,53,141,194
1279,2,0,5,13,0,4,1,3,0.58,0.5455,0.64,0.2537,44,139,183
1280,2,1,4,12,0,0,0,1,0.48,0.4697,0.44,0.1045,223,361,584
1281,4,1,10,5,0,6,0,2,0.5,0.4848,0.82,0.19399999999999998,2,7,9
1282,1,0,3,5,0,2,1,1,0.24,0.2273,0.75,0.19399999999999998,0,11,11
1283,2,1,5,15,0,2,1,2,0.7,0.6515,0.61,0.0896,51,205,256
1284,4,1,11,1,0,4,1,2,0.26,0.2727,0.65,0.1045,2,14,16
1285,2,1,4,1,0,4,1,1,0.32,0.303,0.66,0.2239,2,7,9
1286,4,0,11,5,0,1,1,2,0.44,0.4394,1.0,0.0,0,20,20
1287,4,1,11,10,0,2,1,3,0.3,0.2727,0.75,0.3881,10,84,94
1288,1,1,1,3,0,6,0,3,0.14,0.1818,0.93,0.0896,0,13,13
1289,3,1,9,9,0,0,0,2,0.7,0.6667,0.84,0.0,88,144,232
1290,3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,29,74,103
1291,2,0,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343,19,126,145
1292,4,1,11,16,0,4,1,2,0.36,0.3485,0.57,0.19399999999999998,24,318,342
1293,4,0,12,22,0,1,1,2,0.44,0.4394,0.88,0.1343,12,94,106
1294,3,1,9,19,0,3,1,1,0.56,0.5303,0.43,0.2239,72,539,611
1295,1,1,1,8,0,6,0,1,0.24,0.2576,0.75,0.1045,0,64,64
1296,1,0,12,21,0,2,1,1,0.32,0.3333,0.87,0.0896,11,52,63
1297,2,1,4,22,0,3,1,1,0.56,0.5303,0.22,0.1642,30,151,181
1298,2,0,4,10,0,2,1,1,0.66,0.6212,0.69,0.3582,22,98,120
1299,1,1,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,9,118,127
1300,3,0,7,7,0,0,0,1,0.8,0.7727,0.59,0.1343,6,29,35
1301,1,1,2,18,0,6,0,1,0.3,0.2576,0.28,0.5821,7,126,133
1302,2,1,4,6,0,3,1,2,0.42,0.4242,0.58,0.0,6,120,126
1303,2,0,4,20,0,4,1,1,0.58,0.5455,0.43,0.2239,49,220,269
1304,4,0,12,15,0,6,0,1,0.28,0.2576,0.45,0.2836,33,195,228
1305,4,1,11,22,0,4,1,1,0.36,0.3485,0.57,0.1642,27,175,202
1306,4,1,12,15,0,0,0,2,0.38,0.3939,0.82,0.1045,46,292,338
1307,1,1,12,6,0,1,1,1,0.16,0.1667,0.64,0.1642,0,40,40
1308,3,0,8,17,0,3,1,1,0.8,0.7424,0.49,0.2239,46,506,552
1309,1,0,2,23,0,5,1,2,0.24,0.2424,0.7,0.1343,1,30,31
1310,1,0,2,19,0,5,1,1,0.26,0.303,0.33,0.0,7,94,101
1311,1,1,3,23,0,5,1,2,0.44,0.4394,0.94,0.0,22,104,126
1312,2,0,4,16,0,2,1,1,0.7,0.6515,0.58,0.3881,40,251,291
1313,4,1,10,15,1,1,0,3,0.42,0.4242,0.58,0.19399999999999998,76,294,370
1314,3,1,9,22,0,4,1,1,0.54,0.5152,0.73,0.1045,35,252,287
1315,4,0,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537,64,238,302
1316,4,0,10,18,0,2,1,2,0.6,0.5758,0.78,0.2239,46,493,539
1317,1,1,2,23,0,2,1,1,0.32,0.303,0.66,0.2239,1,46,47
1318,2,1,3,22,0,6,0,2,0.38,0.3939,0.71,0.2537,40,116,156
1319,4,1,11,11,0,2,1,2,0.42,0.4242,0.67,0.0896,45,160,205
1320,4,1,10,23,0,3,1,2,0.66,0.6061,0.78,0.0,21,199,220
1321,2,1,6,22,0,1,1,2,0.62,0.5909,0.73,0.1642,21,143,164
1322,4,1,11,15,0,5,1,1,0.48,0.4697,0.41,0.2537,233,214,447
1323,1,0,2,5,0,5,1,2,0.32,0.3333,0.93,0.1045,1,5,6
1324,4,1,11,13,0,3,1,1,0.44,0.4394,0.35,0.2239,70,295,365
1325,2,0,5,0,0,3,1,3,0.6,0.5606,0.83,0.2239,3,32,35
1326,1,1,1,19,0,5,1,1,0.46,0.4545,0.33,0.2836,11,261,272
1327,3,1,9,9,0,0,0,1,0.62,0.6061,0.61,0.2537,85,214,299
1328,4,0,12,11,0,1,1,2,0.36,0.3636,0.87,0.0896,17,106,123
1329,3,0,8,13,0,0,0,1,0.9,0.8485,0.42,0.2985,118,206,324
1330,2,1,3,4,0,3,1,1,0.36,0.3333,0.43,0.2985,1,0,1
1331,1,0,3,22,0,0,0,1,0.3,0.2727,0.56,0.3284,8,29,37
1332,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7
1333,1,0,3,6,0,2,1,1,0.2,0.2576,0.59,0.0,3,42,45
1334,3,1,9,0,0,4,1,2,0.7,0.6667,0.84,0.0896,30,35,65
1335,3,0,9,8,0,6,0,2,0.46,0.4545,0.77,0.2537,27,81,108
1336,4,1,11,13,0,4,1,2,0.38,0.3939,0.54,0.1045,20,197,217
1337,1,1,1,9,0,2,1,3,0.32,0.303,0.81,0.2537,7,61,68
1338,3,0,7,9,0,4,1,1,0.68,0.6364,0.47,0.2836,29,195,224
1339,3,0,8,2,0,2,1,1,0.72,0.6818,0.7,0.0,9,3,12
1340,3,1,8,11,0,5,1,1,0.76,0.2424,0.52,0.2836,98,205,303
1341,3,0,6,21,0,3,1,1,0.74,0.7121,0.79,0.1642,31,216,247
1342,3,1,6,18,0,6,0,1,0.82,0.7121,0.26,0.2985,194,287,481
1343,4,0,10,22,0,0,0,3,0.36,0.3636,0.81,0.0896,9,55,64
1344,2,1,4,10,0,4,1,1,0.42,0.4242,0.35,0.2836,88,158,246
1345,2,1,5,19,0,6,0,2,0.64,0.6212,0.36,0.1642,166,273,439
1346,1,0,2,12,0,5,1,1,0.22,0.2273,0.47,0.1343,7,64,71
1347,4,1,12,5,0,4,1,2,0.3,0.3182,0.7,0.1045,0,35,35
1348,2,0,6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,58,127,185
1349,2,1,5,20,0,3,1,1,0.52,0.5,0.77,0.2537,42,296,338
1350,4,0,10,9,0,5,1,1,0.32,0.303,0.57,0.2239,19,210,229
1351,1,1,3,0,0,0,0,2,0.4,0.4091,0.3,0.3582,5,67,72
1352,1,0,2,7,0,4,1,1,0.2,0.19699999999999998,0.72,0.19399999999999998,0,104,104
1353,2,1,6,9,0,5,1,1,0.62,0.6061,0.65,0.1642,58,308,366
1354,3,1,8,19,0,6,0,2,0.64,0.5909,0.78,0.2985,97,257,354
1355,1,1,1,22,0,2,1,1,0.46,0.4545,0.72,0.3881,5,85,90
1356,3,1,8,12,0,5,1,2,0.76,0.6818,0.45,0.0896,95,276,371
1357,4,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836,57,178,235
1358,2,0,5,9,0,3,1,3,0.56,0.5303,0.83,0.2537,26,176,202
1359,2,0,4,1,0,2,1,1,0.62,0.5909,0.73,0.2836,16,5,21
1360,2,1,5,22,0,5,1,1,0.6,0.5606,0.83,0.1343,50,182,232
1361,4,1,11,0,0,6,0,1,0.4,0.4091,0.37,0.4179,9,33,42
1362,4,0,11,15,0,3,1,2,0.42,0.4242,0.54,0.4478,13,194,207
1363,2,0,4,6,0,2,1,2,0.48,0.4697,0.67,0.0,2,63,65
1364,2,0,5,17,0,4,1,2,0.64,0.6212,0.57,0.19399999999999998,54,540,594
1365,1,1,2,17,0,6,0,3,0.22,0.1818,0.69,0.4627,13,131,144
